,observation,fips,year,price,pop,pop16,cpi,ndi,sales,pimin,state,adjusted_price,adjusted_min_price,adjusted_ndi,ndi_by_100
874,875,33,1967,34.7,18023.0,12774.8,33.4,3310.9723885,123.2,30.1,NH,2.49586502994,2.16500107784,23814.8132552,238.148132552
875,876,33,1968,34.5,18186.0,12935.5,34.8,3583.2218575,124.9,31.3,NH,2.38165,2.16074333333,24736.1748896,247.361748896
876,877,33,1969,38.6,18321.0,13267.4,36.7,3790.5502993,122.4,32.2,NH,2.52673286104,2.10779269755,24812.7150328,248.127150328
877,878,33,1970,40.7,18241.0,13177.0,38.8,4119.3438888,119.0,37.7,NH,2.52000134021,2.33425185567,25505.5334657,255.055334657
878,879,33,1971,41.7,18361.0,13348.3,40.5,4394.7346978,123.3,39.5,NH,2.47354103704,2.34304246914,26068.4811077,260.684811077
879,880,33,1972,42.7,18350.0,13445.4,41.8,4599.9689129,119.9,40.0,NH,2.45408545455,2.29890909091,26437.2758794,264.372758794
880,881,33,1973,45.8,18196.0,13441.6,44.4,4977.9768295,118.7,39.8,NH,2.47811009009,2.15346684685,26934.4423786,269.344423786
881,882,33,1974,47.4,18078.0,13465.6,49.3,5387.3981464,121.6,41.3,NH,2.30977411765,2.01252470588,26252.4742616,262.524742616
882,883,33,1975,51.5,18041.0,13550.3,53.8,5828.2328635,123.9,41.8,NH,2.29965687732,1.86651762082,26025.1180334,260.251180334
883,884,33,1976,54.2,17987.0,13618.6,56.9,6193.67542,124.6,47.1,NH,2.28836400703,1.98859676626,26150.1548014,261.501548014
884,885,33,1977,53.8,17869.0,13628.2,60.6,6644.9812705,125.5,47.0,NH,2.13278825083,1.86321650165,26342.6356518,263.426356518
885,886,33,1978,59.5,17746.0,13628.2,65.2,7338.1703031,126.4,52.5,NH,2.19233773006,1.93441564417,27038.2313027,270.382313027
886,887,33,1979,61.1,17648.0,13640.7,72.6,8053.348716,124.4,54.8,NH,2.02182088154,1.81335162534,26648.8193132,266.488193132
887,888,33,1980,64.4,17557.0,13594.6,82.4,8929.7825835,127.6,58.9,NH,1.87757262136,1.71722092233,26034.6510768,260.346510768
888,889,33,1981,65.9,17602.0,13694.6,90.9,9901.5037652,130.1,61.0,NH,1.74164492849,1.61214477448,26168.291073,261.68291073
889,890,33,1982,72.5,17659.0,13773.5,96.5,10556.996718,128.5,66.8,NH,1.80488186528,1.66298080829,26281.5612803,262.815612803
890,891,33,1983,83.1,17667.0,13825.5,99.6,11476.362232,124.6,77.0,NH,2.0043786747,1.85724618474,27681.0778832,276.810778832
891,892,33,1984,100.8,17735.0,13896.7,103.9,12574.784128,119.3,90.6,NH,2.33068227141,2.09483942252,29075.2246369,290.752246369
892,893,33,1985,106.2,17762.0,13946.7,107.6,13192.581,115.9,95.5,NH,2.37110252788,2.13220613383,29454.7666275,294.547666275
893,894,33,1986,111.2,17795.0,13936.1,109.6,14042.837034,114.0,104.9,NH,2.43743094891,2.29933908759,30780.9762564,307.809762564
894,895,33,1987,117.0,17825.0,14015.0,113.6,14908.799768,108.9,110.0,NH,2.47426161972,2.32622887324,31528.4368052,315.284368052
895,896,33,1988,125.9,17909.0,14072.0,118.3,16269.0,106.2,112.3,NH,2.5566958918,2.28051587489,33038.0345224,330.380345224
896,897,33,1989,136.7,17950.0,14071.0,124.0,17293.0,100.1,122.8,NH,2.64840816129,2.37911135484,33503.2350645,335.032350645
897,898,33,1990,167.4,17957.0,14076.5,130.7,18178.0,93.7,133.7,NH,3.0769323948,2.45750215761,33412.4713695,334.124713695
898,899,33,1991,180.4,18024.9,14032.8,136.2,18631.0,86.4,144.1,NH,3.18198049927,2.54170393539,32862.2387372,328.622387372
899,900,33,1992,198.5,18085.8,14037.8,140.3,20021.0,82.4,168.0,NH,3.39891988596,2.87666771205,34282.0025374,342.820025374
900,901,35,1963,27.1,645.0,425.5,30.6,1850.0387086,103.3,26.6,NM,2.12758026144,2.08832601307,14524.3757908,145.243757908
901,902,35,1964,28.5,650.0,430.4,31.0,1841.3756761,102.0,28.5,NM,2.20862129032,2.20862129032,14269.8299008,142.698299008
902,903,35,1965,28.6,652.0,434.2,31.5,2184.0467377,103.2,28.3,NM,2.18119034921,2.15831073016,16656.7191136,166.567191136
903,904,35,1966,30.2,642.0,431.3,32.4,2218.6988675,99.5,30.3,NM,2.23923679012,2.24665148148,16450.9673189,164.509673189
904,905,35,1967,30.5,632.0,428.4,33.4,2297.6287187,96.3,30.9,NM,2.19377185629,2.22254263473,16526.1417026,165.261417026
905,906,35,1968,32.3,624.0,428.4,34.8,2430.461883,97.0,32.4,NM,2.22977666667,2.23668,16778.2885323,167.782885323
906,907,35,1969,32.3,615.0,419.7,36.7,2672.0642326,96.9,32.4,NM,2.1143386376,2.12088457766,17491.1722884,174.911722884
907,908,35,1970,37.3,617.0,431.3,38.8,2748.1064064,93.8,34.0,NM,2.30948525773,2.10516082474,17015.3116146,170.153116146
908,909,35,1971,38.9,627.0,444.9,40.5,3167.7822008,98.5,34.7,NM,2.30745195062,2.05831832099,18790.5018467,187.905018467
909,910,35,1972,38.9,631.0,453.6,41.8,3774.1944726,103.8,39.1,NM,2.23568909091,2.24718363636,21691.3249598,216.913249598
910,911,35,1973,39.4,633.0,460.4,44.4,5650.2222786,108.7,39.6,NM,2.13182396396,2.14264540541,30571.7747595,305.717747595
911,912,35,1974,39.9,635.0,466.2,49.3,5191.0815585,110.5,40.4,NM,1.94430352941,1.96866823529,25295.8350768,252.958350768
912,913,35,1975,42.6,640.0,475.0,53.8,5211.2953009,117.9,42.8,NM,1.9022404461,1.91117115242,23270.2739388,232.702739388
913,914,35,1976,45.9,647.0,483.7,56.9,4987.9815754,125.4,45.0,NM,1.93793188049,1.89993321617,21059.6263928,210.596263928
914,915,35,1977,47.4,651.0,490.5,60.6,5169.9052569,122.2,46.4,NM,1.87907366337,1.83943075908,20495.005929,204.95005929
915,916,35,1978,53.2,653.0,494.3,65.2,6271.0729378,121.9,51.9,NM,1.96020785276,1.91230803681,23106.4030412,231.064030412
916,917,35,1979,55.0,657.0,499.2,72.6,6778.341616,121.3,53.7,NM,1.81996969697,1.7769522314,22429.7751579,224.297751579
917,918,35,1980,59.6,653.0,492.4,82.4,6896.7363928,123.7,56.7,NM,1.73762932039,1.65308024272,20107.3345153,201.073345153
918,919,35,1981,62.0,658.0,495.3,90.9,8365.6016734,125.7,60.4,NM,1.63857337734,1.59628761276,22109.1164314,221.091164314
919,920,35,1982,67.8,670.0,504.0,96.5,8818.0044794,126.8,65.7,NM,1.68787573057,1.63559639378,21952.3536178,219.523536178
920,921,35,1983,77.9,680.0,509.8,99.6,9423.454192,119.6,77.2,NM,1.87895425703,1.8620702008,22729.4472015,227.294472015
921,922,35,1984,94.4,686.0,514.7,103.9,10345.585869,109.4,89.8,NM,2.18270244466,2.07634194418,23920.9063217,239.209063217
922,923,35,1985,100.6,685.0,513.7,107.6,10608.36452,103.2,92.3,NM,2.24607263941,2.06076048327,23685.0470151,236.850470151
923,924,35,1986,104.2,679.0,510.8,109.6,11053.066853,99.8,102.0,NM,2.28399554745,2.2357729927,24227.5964279,242.275964279
924,925,35,1987,110.3,672.0,505.0,113.6,11364.936021,92.3,106.2,NM,2.3325731338,2.24586823944,24034.0384678,240.340384678
925,926,35,1988,123.3,667.0,503.0,118.3,11389.0,87.1,115.3,NM,2.50389677092,2.34143793745,23128.0456805,231.280456805
926,927,35,1989,135.9,660.0,499.0,124.0,11937.0,84.1,123.0,NM,2.63290906452,2.38298612903,23126.5897742,231.265897742
927,928,35,1990,144.3,652.8,493.6,130.7,13416.0,77.1,138.9,NM,2.65233778118,2.55308189748,24659.5728845,246.595728845
928,929,35,1991,159.8,648.8,491.5,136.2,14157.0,85.2,143.6,NM,2.81862795888,2.53288469897,24970.7859912,249.707859912
929,930,35,1992,168.3,649.8,494.6,140.3,15297.0,74.4,160.0,NM,2.88180461867,2.73968353528,26193.0868995,261.930868995
930,931,36,1963,26.3,10020.0,6725.1,30.6,2242.8860167,130.4,24.1,NY,2.06477346405,1.89205477124,17608.5609512,176.085609512
931,932,36,1964,26.4,10124.0,6810.4,31.0,2408.686661,129.4,25.0,NY,2.04588077419,1.93738709677,18666.2338288,186.662338288
932,933,36,1965,26.4,10241.0,6920.7,31.5,2568.3842142,134.8,24.5,NY,2.01340647619,1.86850222222,19587.8841296,195.878841296
933,934,36,1966,26.3,10397.0,7058.7,32.4,2759.6144052,135.5,24.7,NY,1.95006382716,1.83142876543,20461.6890817,204.616890817
934,935,36,1967,27.0,10488.0,7163.2,33.4,2861.3325919,136.4,25.0,NY,1.94202754491,1.79817365269,20580.6915134,205.806915134
935,936,36,1968,30.8,10610.0,7306.0,34.8,3083.0782389,129.8,26.3,NY,2.12622666667,1.81557666667,21283.5167759,212.835167759
936,937,36,1969,31.5,10740.0,7424.9,36.7,3295.6692491,128.8,27.0,NY,2.06197111717,1.76740381471,21573.2533441,215.732533441
937,938,36,1970,36.6,10652.0,7441.1,38.8,3476.7276214,121.6,28.3,NY,2.26614371134,1.75223680412,21526.6787849,215.266787849
938,939,36,1971,38.1,10721.0,7567.7,40.5,3699.4904503,124.6,30.1,NY,2.25999792593,1.78545767901,21944.4638967,219.444638967
939,940,36,1972,38.4,10725.0,7647.2,41.8,3928.3563703,124.4,30.6,NY,2.20695272727,1.75866545455,22577.33543,225.7733543
940,941,36,1973,42.0,10738.0,7730.6,44.4,4381.0023011,120.5,30.6,NY,2.2725027027,1.65568054054,23704.3799281,237.043799281
941,942,36,1974,42.9,10730.0,7797.7,49.3,4774.6516837,122.1,31.5,NY,2.09049176471,1.53497647059,23266.5967928,232.665967928
942,943,36,1975,46.0,10727.0,7867.7,53.8,5111.3388816,122.5,33.3,NY,2.05406245353,1.48696260223,22823.933226,228.23933226
943,944,36,1976,48.5,10703.0,7916.6,56.9,5601.6205415,124.6,36.0,NY,2.04770579965,1.51994657293,23650.4554026,236.504554026
944,945,36,1977,49.8,10715.0,7984.6,60.6,6149.8815678,127.3,36.9,NY,1.97421663366,1.46282316832,24379.916639,243.79916639
945,946,36,1978,53.9,10732.0,8050.8,65.2,6804.9466902,131.3,41.4,NY,1.98600006135,1.52542490798,25073.5149243,250.735149243
946,947,36,1979,56.3,10731.0,8089.1,72.6,7502.7334509,130.9,43.4,NY,1.86298716253,1.4361215427,24826.813682,248.26813682
947,948,36,1980,58.7,10797.0,8133.2,82.4,8130.3346629,133.5,46.3,NY,1.71138995146,1.34986975728,23703.8723068,237.038723068
948,949,36,1981,61.4,10781.0,8144.7,90.9,8789.4685127,132.8,49.4,NY,1.62271621562,1.3055729813,23229.3372675,232.293372675
949,950,36,1982,68.3,10791.0,8171.6,96.5,9259.4065352,134.0,56.3,NY,1.70032319171,1.40158412435,23051.2206051,230.512206051
950,951,36,1983,82.5,10746.0,8166.8,99.6,9800.5472885,,66.4,NY,1.98990662651,1.60157333333,23638.9987791,236.389987791
951,952,36,1984,89.2,10752.0,8185.0,103.9,10736.354606,127.1,75.4,NY,2.06246883542,1.74338733397,24824.435853,248.24435853
952,953,36,1985,92.2,10745.0,8215.6,107.6,11247.997085,126.7,79.3,NY,2.05852780669,1.77051252788,25113.1396628,251.131396628
953,954,36,1986,98.1,10748.0,8255.9,109.6,11814.567385,126.3,85.4,NY,2.15028755474,1.87191189781,25896.7555685,258.967555685
954,955,36,1987,102.2,10784.0,8300.0,113.6,12360.794048,124.6,90.5,NY,2.16127809859,1.91385193662,26140.0327369,261.400327369
955,956,36,1988,108.4,10855.0,8375.0,118.3,13261.0,122.4,94.4,NY,2.20131719358,1.917014235,26929.5823838,269.295823838
956,957,36,1989,120.5,10907.0,8407.0,124.0,13994.0,118.6,103.8,NY,2.33455145161,2.01100780645,27111.7950323,271.117950323
957,958,36,1990,135.4,10925.1,8421.0,130.7,15025.0,115.5,115.6,NY,2.48874938026,2.12481114002,27617.0306044,276.170306044
958,959,36,1991,139.8,11017.8,8492.6,136.2,15396.0,113.2,120.5,NY,2.4658585022,2.12543597651,27156.1927753,271.561927753
959,960,36,1992,159.6,11095.3,8569.2,140.3,16359.0,112.3,135.8,NY,2.73283432644,2.32530640057,28011.551846,280.11551846
960,961,37,1963,28.4,2450.0,1723.2,30.6,1789.5685251,113.4,25.8,NC,2.22964130719,2.02551921569,14049.6334705,140.496334705
961,962,37,1964,28.8,2461.0,1733.9,31.0,1929.5062465,111.5,25.6,NC,2.23186993548,1.9838843871,14952.8020205,149.528020205
962,963,37,1965,28.8,2448.0,1731.0,31.5,2085.7870595,115.6,26.1,NC,2.19644342857,1.99052685714,15907.3377786,159.073377786
963,964,37,1966,30.4,2478.0,1762.1,32.4,2201.2101436,115.9,26.2,NC,2.25406617284,1.9426491358,16321.2938289,163.212938289
964,965,37,1967,30.7,2516.0,1803.0,33.4,2362.5981727,117.9,27.5,NC,2.20815724551,1.97799101796,16993.4471442,169.934471442
965,966,37,1968,31.2,2542.0,1833.2,34.8,2548.5008391,113.0,29.2,NC,2.15384,2.01577333333,17593.1507926,175.931507926
966,967,37,1969,36.9,2568.0,1871.2,36.7,2701.7173224,108.7,29.9,NC,2.41545188011,1.95723607629,17685.2796366,176.852796366
967,968,37,1970,38.4,2559.0,1871.2,38.8,2959.1210144,108.4,34.2,NC,2.37759340206,2.11754412371,18321.8401035,183.218401035
968,969,37,1971,39.8,2607.0,1919.9,40.5,3130.7234757,115.4,36.8,NC,2.3608377284,2.1828851358,18570.6786397,185.706786397
969,970,37,1972,39.8,2639.0,1955.0,41.8,3315.6046989,121.7,37.7,NC,2.28741454545,2.16672181818,19055.6844604,190.556844604
970,971,37,1973,40.4,2667.0,1990.1,44.4,3819.1762073,124.1,37.7,NC,2.18593117117,2.03984171171,20664.4958409,206.644958409
971,972,37,1974,41.0,2697.0,2026.1,49.3,4160.3382435,130.5,38.0,NC,1.99790588235,1.85171764706,20273.0835348,202.730835348
972,973,37,1975,43.6,2728.0,2061.2,53.8,4616.9233638,132.9,42.7,NC,1.9468939777,1.90670579926,20616.1933313,206.161933313
973,974,37,1976,46.4,2771.0,2107.9,56.9,5047.9724035,138.6,44.7,NC,1.95904224956,1.88726699473,21312.9120971,213.129120971
974,975,37,1977,47.9,2805.0,2143.0,60.6,5551.543912,140.4,45.9,NC,1.89889511551,1.81960930693,22007.9323968,220.079323968
975,976,37,1978,53.1,2843.0,2179.0,65.2,6248.1681894,143.6,49.9,NC,1.95652325153,1.83861601227,23022.0081771,230.220081771
976,977,37,1979,55.5,2892.0,2221.9,72.6,7113.3305985,141.6,52.2,NC,1.83651487603,1.72731669421,23538.2656978,235.382656978
977,978,37,1980,62.9,3025.0,2316.4,82.4,7889.6274473,141.6,57.3,NC,1.83384033981,1.67057315534,23002.0939251,230.020939251
978,979,37,1981,65.8,3100.0,2370.0,90.9,8826.290882,143.7,59.8,NC,1.73900206821,1.58043045105,23326.653645,233.26653645
979,980,37,1982,71.7,3177.0,2424.5,96.5,9376.8487787,147.0,64.7,NC,1.78496592746,1.6107014715,23343.5921575,233.435921575
980,981,37,1983,83.9,3298.0,2508.3,99.6,9553.5584561,140.0,74.8,NC,2.02367473896,1.80418200803,23043.2597315,230.432597315
981,982,37,1984,93.3,3298.0,2510.2,103.9,10029.550998,128.1,84.8,NC,2.15726841193,1.96073270452,23190.1752989,231.901752989
982,983,37,1985,95.1,3316.0,2507.3,107.6,9973.3716204,124.2,93.7,NC,2.12327542751,2.09201795539,22267.3132398,222.673132398
983,984,37,1986,104.6,3306.0,2509.2,109.6,10159.274287,119.9,101.2,NC,2.29276328467,2.21823751825,22268.4618395,222.684618395
984,985,37,1987,114.4,3272.0,2481.0,113.6,10359.477158,113.1,108.5,NC,2.41927802817,2.29450757042,21907.7407969,219.077407969
985,986,37,1988,122.6,3242.0,2458.0,118.3,10956.0,103.6,113.7,NC,2.48968162299,2.30894617075,22248.7372443,222.487372443
986,987,37,1989,133.4,3224.0,2464.0,124.0,11591.0,97.5,118.9,NC,2.5844743871,2.30355325806,22456.2538387,224.562538387
987,988,37,1990,146.1,3219.9,2460.9,130.7,12579.0,88.4,129.1,NC,2.68542307575,2.37295084927,23121.1066871,231.211066871
988,989,37,1991,149.1,3249.6,2483.4,136.2,12951.0,87.8,132.5,NC,2.62989629956,2.33709765051,22843.5861674,228.435861674
989,990,37,1992,170.6,3287.5,2511.2,140.3,14344.0,86.3,153.1,NC,2.92118756949,2.62153468282,24561.2628938,245.612628938
990,991,39,1963,26.8,11408.0,7991.7,30.6,2188.3648608,128.3,26.2,OH,2.10402771242,2.05692261438,17180.5235523,171.805235523
991,992,39,1964,29.7,11505.0,8068.8,31.0,2344.4551273,117.4,26.4,OH,2.30161587097,2.04588077419,18168.4684504,181.684684504
992,993,39,1965,29.8,11583.0,8149.8,31.5,2484.0060277,120.4,26.4,OH,2.2727088254,2.01340647619,18944.3705419,189.443705419
993,994,39,1966,29.8,11657.0,8238.5,32.4,2655.6019497,122.9,26.3,OH,2.20957802469,1.95006382716,19690.4688268,196.904688268
994,995,39,1967,30.1,11672.0,8294.4,33.4,2837.5349754,125.5,27.0,OH,2.16500107784,1.94202754491,20409.5225255,204.095225255
995,996,39,1968,36.4,11750.0,8412.9,34.8,3033.9399464,117.1,30.8,OH,2.51281333333,2.12622666667,20944.2987633,209.442987633
996,997,39,1969,36.5,11803.0,8563.3,36.7,3255.1539664,114.7,30.7,OH,2.38926811989,2.00960359673,21308.0427322,213.080427322
997,998,39,1970,38.4,11793.0,8525.7,38.8,3494.974773,107.3,32.6,OH,2.37759340206,2.01847773196,21639.6587517,216.396587517
998,999,39,1971,44.7,11864.0,8658.7,40.5,3701.7168477,106.3,34.2,OH,2.65149362963,2.02865955556,21957.6703364,219.576703364
999,1000,39,1972,44.7,11871.0,8742.6,41.8,3929.1331299,109.0,34.3,OH,2.56903090909,1.97131454545,22581.7996793,225.817996793
1000,1001,39,1973,44.9,11840.0,8800.4,44.4,4359.1566453,110.7,35.3,OH,2.4294136036,1.90998441441,23586.1791856,235.861791856
1001,1002,39,1974,46.6,11807.0,8853.4,49.3,4777.8093466,114.2,35.8,OH,2.27079058824,1.74451294118,23281.9838984,232.819838984
1002,1003,39,1975,49.8,11829.0,8945.0,53.8,5227.4733591,114.6,39.5,OH,2.22374587361,1.76381449814,23342.5146821,233.425146821
1003,1004,39,1976,52.3,11807.0,8999.9,56.9,5680.2385028,118.8,46.1,OH,2.20814460457,1.94637602812,23982.3862383,239.823862383
1004,1005,39,1977,53.3,11791.0,9052.0,60.6,6157.8126953,120.1,48.9,OH,2.11296679868,1.9385380198,24411.3579318,244.113579318
1005,1006,39,1978,57.4,11763.0,9091.5,65.2,6741.8590564,122.3,52.1,OH,2.11496110429,1.91967723926,24841.0621514,248.410621514
1006,1007,39,1979,60.6,11731.0,9118.5,72.6,7483.0293943,122.6,56.2,OH,2.00527570248,1.85967812672,24761.612253,247.61612253
1007,1008,39,1980,61.3,11864.0,9230.3,82.4,8231.4357047,124.0,58.1,OH,1.78719257282,1.69389703883,23998.6309218,239.986309218
1008,1009,39,1981,64.8,11871.0,9275.6,90.9,9035.6623754,125.2,61.4,OH,1.71257346535,1.62271621562,23879.9932499,238.799932499
1009,1010,39,1982,69.8,11865.0,9292.0,96.5,9616.6076053,123.3,65.4,OH,1.73766557513,1.6281279171,23940.4698929,239.404698929
1010,1011,39,1983,81.7,11895.0,9341.2,99.6,10151.035868,125.3,74.9,OH,1.97061056225,1.80659401606,24484.380048,244.84380048
1011,1012,39,1984,97.7,11901.0,9367.2,103.9,10842.588108,115.3,84.2,OH,2.25900454283,1.94685959577,25070.0673408,250.700673408
1012,1013,39,1985,100.1,11864.0,9370.1,107.6,11532.072928,115.8,90.1,OH,2.23490925651,2.01164159851,25747.3891443,257.473891443
1013,1014,39,1986,104.9,11894.0,9412.5,109.6,12193.647567,113.9,93.3,OH,2.29933908759,2.04507470803,26727.6744243,267.276744243
1014,1015,39,1987,110.0,11936.0,9452.0,113.6,12911.042566,100.6,100.3,OH,2.32622887324,2.12109778169,27303.6727279,273.036727279
1015,1016,39,1988,112.3,12001.0,9507.0,118.3,13891.0,107.6,108.4,OH,2.28051587489,2.20131719358,28208.9456974,282.089456974
1016,1017,39,1989,122.8,12040.0,9525.0,124.0,14811.0,107.1,120.2,OH,2.37911135484,2.32873929032,28694.6402903,286.946402903
1017,1018,39,1990,133.7,12056.2,9537.8,130.7,16136.0,101.3,131.5,OH,2.45750215761,2.41706457536,29659.128508,296.59128508
1018,1019,39,1991,144.1,12136.4,9579.5,136.2,16609.0,102.5,139.8,OH,2.54170393539,2.4658585022,29295.7395301,292.957395301
1019,1020,39,1992,176.2,12185.1,9612.0,140.3,17658.0,96.2,158.2,OH,3.01707649323,2.70886209551,30235.8324163,302.358324163
1020,1021,40,1963,27.0,877.0,615.5,30.6,2227.7270183,144.6,26.8,OK,2.11972941176,2.10402771242,17489.5499336,174.895499336
1021,1022,40,1964,27.3,884.0,621.3,31.0,2363.6770721,140.3,27.8,OK,2.11562670968,2.15437445161,18317.4298417,183.174298417
1022,1023,40,1965,29.8,891.0,629.0,31.5,2514.046071,133.2,28.1,OK,2.2727088254,2.14305765079,19173.4721242,191.734721242
1023,1024,40,1966,30.0,898.0,635.8,32.4,2708.7018299,140.2,30.1,OK,2.22440740741,2.23182209877,20084.1880496,200.841880496
1024,1025,40,1967,31.0,901.0,637.7,33.4,2905.4174381,144.5,31.1,OK,2.22973532934,2.23692802395,20897.7803491,208.977803491
1025,1026,40,1968,32.1,908.0,648.3,34.8,3077.4148547,142.9,31.3,OK,2.21597,2.16074333333,21244.4205469,212.444205469
1026,1027,40,1969,38.4,911.0,658.9,36.7,,117.8,32.2,OK,2.51364098093,2.10779269755,,
1027,1028,40,1970,39.3,949.0,689.7,38.8,3505.8635091,123.9,39.6,OK,2.43331824742,2.45189319588,21707.077989,217.07077989
1028,1029,40,1971,40.2,960.0,701.3,40.5,3659.322282,123.2,41.0,OK,2.38456474074,2.43201876543,21706.1962405,217.061962405
1029,1030,40,1972,41.6,969.0,713.8,41.8,3906.5041981,134.4,46.0,OK,2.39086545455,2.64374545455,22451.7450367,224.517450367
1030,1031,40,1973,40.6,967.0,718.6,44.4,4212.3918192,142.0,46.0,OK,2.19675261261,2.48893153153,22792.0756999,227.920756999
1031,1032,40,1974,41.3,940.0,700.3,49.3,4598.613563,146.1,46.3,OK,2.01252470588,2.25617176471,22408.7733858,224.087733858
1032,1033,40,1975,44.3,930.0,699.3,53.8,5066.1993541,154.7,49.4,OK,1.97815144981,2.20588446097,22622.3692943,226.223692943
1033,1034,40,1976,52.2,931.0,707.0,56.9,5481.2589882,150.2,57.4,OK,2.20392253076,2.42347036907,23142.2800402,231.422800402
1034,1035,40,1977,52.3,933.0,714.8,60.6,5987.981916,148.8,57.3,OK,2.07332389439,2.27153841584,23738.0993989,237.380993989
1035,1036,40,1978,56.3,932.0,719.6,65.2,6546.2010764,146.8,61.7,OK,2.0744304908,2.27339895706,24120.1405183,241.201405183
1036,1037,40,1979,58.7,929.0,723.4,72.6,7211.5324004,145.8,64.4,OK,1.94240402204,2.13101906336,23863.2189772,238.632189772
1037,1038,40,1980,60.0,947.0,741.7,82.4,8033.4122713,149.3,67.0,OK,1.74929126214,1.95337524272,23421.2964855,234.212964855
1038,1039,40,1981,64.5,953.0,751.4,90.9,8821.3046286,151.2,70.8,OK,1.70464488449,1.87114508251,23313.4756739,233.134756739
1039,1040,40,1982,71.6,958.0,757.1,96.5,9456.7681378,146.3,78.1,OK,1.78247643523,1.94429343005,23542.5507809,235.425507809
1040,1041,40,1983,84.0,955.0,758.1,99.6,10332.20409,135.8,88.7,OK,2.02608674699,2.1394511245,24921.3592547,249.213592547
1041,1042,40,1984,94.8,962.0,763.9,103.9,11243.687406,136.9,101.4,OK,2.19195118383,2.34455538017,25997.4830382,259.974830382
1042,1043,40,1985,100.3,967.0,770.6,107.6,11830.744456,133.4,108.3,OK,2.23937460967,2.41798873606,26414.22607,264.1422607
1043,1044,40,1986,101.8,975.0,778.3,109.6,12449.729171,136.3,115.0,OK,2.23138912409,2.52072445255,27288.9884774,272.889884774
1044,1045,40,1987,113.5,986.0,787.0,113.6,13229.382131,124.4,120.4,OK,2.40024524648,2.54616323944,27976.8824439,279.768824439
1045,1046,40,1988,121.5,993.0,791.0,118.3,14352.0,138.0,129.7,OK,2.46734353339,2.6338638377,29145.1147253,291.451147253
1046,1047,40,1989,134.8,998.0,793.0,124.0,15189.0,120.8,142.0,OK,2.61159780645,2.75108967742,29426.9726129,294.269726129
1047,1048,40,1990,150.9,1000.0,794.6,130.7,15870.0,101.4,152.4,OK,2.77365052793,2.80122160673,29170.2013772,291.702013772
1048,1049,40,1991,170.3,1001.0,790.6,136.2,16024.0,103.6,163.3,OK,3.00383192364,2.8803626138,28263.8888693,282.638888693
1049,1050,40,1992,190.0,1002.0,787.6,140.3,17863.0,100.1,175.9,OK,3.25337419815,3.0119395866,30586.8543692,305.868543692
1050,1051,41,1963,27.3,2498.0,1608.3,30.6,1498.1478534,88.2,26.9,OR,2.14328196078,2.11187856209,11761.7335853,117.617335853
1051,1052,41,1964,26.5,2528.0,1638.8,31.0,1619.3140266,89.7,27.5,OR,2.05363032258,2.13112580645,12548.952403,125.48952403
1052,1053,41,1965,26.2,2550.0,1663.6,31.5,1769.2314952,90.1,30.9,OR,1.99815339683,2.3566007619,13493.1142057,134.931142057
1053,1054,41,1966,26.2,2607.0,1718.0,32.4,1946.8734271,93.4,30.6,OR,1.9426491358,2.26889555556,14435.4655751,144.354655751
1054,1055,41,1967,27.3,2638.0,1750.5,33.4,2086.5225759,95.1,31.5,OR,1.96360562874,2.2656988024,15007.7196869,150.077196869
1055,1056,41,1968,29.5,2669.0,1792.5,34.8,2269.2986677,95.7,33.3,OR,2.03648333333,2.29881,15665.725136,156.65725136
1056,1057,41,1969,29.0,2692.0,1788.7,36.7,2466.4504071,104.2,34.2,OR,1.8983226158,2.23871149864,16145.2365123,161.452365123
1057,1058,41,1970,32.5,2590.0,1774.3,38.8,2688.246114,103.6,34.3,OR,2.01228608247,2.1237357732,16644.6776661,166.446776661
1058,1059,41,1971,34.3,2642.0,1828.7,40.5,2863.8343819,115.0,35.8,OR,2.03459130864,2.12356760494,16987.5584338,169.875584338
1059,1060,41,1972,34.1,2682.0,1870.7,41.8,3087.6837528,118.7,40.9,OR,1.95982,2.35063454545,17745.7606229,177.457606229
1060,1061,41,1973,33.5,2723.0,1911.8,44.4,3473.7725759,125.5,42.4,OR,1.81259144144,2.29414558559,18795.6132555,187.956132555
1061,1062,41,1974,35.2,2774.0,1965.2,49.3,3823.9222798,129.7,42.4,OR,1.71527529412,2.06612705882,18633.7483329,186.337483329
1062,1063,41,1975,38.1,2813.0,2010.1,53.8,4115.5425611,130.5,44.5,OR,1.7012995539,1.98708215613,18377.3509797,183.773509797
1063,1064,41,1976,41.0,2838.0,2043.5,56.9,4468.7727609,136.8,47.9,OR,1.73105026362,2.02237335677,18867.4884532,188.674884532
1064,1065,41,1977,42.2,2868.0,2079.8,60.6,4848.7005922,137.2,49.5,OR,1.67293056106,1.96232376238,19221.657351,192.21657351
1065,1066,41,1978,49.2,2902.0,2118.9,65.2,5327.2042931,140.4,54.7,OR,1.81282380368,2.01547687117,19628.6234748,196.286234748
1066,1067,41,1979,50.2,2932.0,2151.4,72.6,5820.0836417,135.7,56.6,OR,1.66113597796,1.87291426997,19258.8652031,192.588652031
1067,1068,41,1980,52.3,3122.0,2308.8,82.4,6345.8216136,138.3,59.3,OR,1.5247988835,1.72888286408,18501.1504996,185.011504996
1068,1069,41,1981,54.7,3167.0,2351.8,90.9,6978.350111,136.1,62.6,OR,1.44564457646,1.65443053905,18442.8043704,184.428043704
